Pipe Length,Flow Rate
10.0,0.11573322
20.0,0.07629637
20.0,0.008248258
20.0,0.011665198
20.0,0.007524292
19.888668859428478,0.002535578
20.0,-0.046334006
30.0,0.029973326
30.0,0.012250575
30.0,0.001939238
30.382217644536745,0.008844598
30.0,0.0037734418
10.0,0.11573322
